Parameter,Value
Generation,4
Best Fitness,0.7943001861189907
Genome,"[2, 2, 2, 2, 0, 1, 0, 2, 2, 2, 2, 2, 2, 0, 1, 3, 1, 2, 0, 0, 2, 2, 1, 1, 1, 1, 1, 1]"

Frequency,T,R,L
0.055,0.2767737886003586,0.2648662512785388,0.4583599601211026
0.05550505050505051,0.2377645791636123,0.3194796777469425,0.4427557430894452
0.05601010101010101,0.20147692176486676,0.3775153919463105,0.42100768628882274
0.05651515151515152,0.16810058345504203,0.43799379593090043,0.3939056206140576
0.05702020202020202,0.13774379641931897,0.4990138654137388,0.3632423381669422
0.05752525252525253,0.11066653786872518,0.5579602613072407,0.3313732008240341
0.05803030303030303,0.08719517956172591,0.6120842211735825,0.3007205992646915
0.05853535353535354,0.06752521376445228,0.6591931250681333,0.27328166116741437
0.05904040404040404,0.05159960715185917,0.6981684564747349,0.2502319363734059
0.05954545454545455,0.03912218184382216,0.7291337491099706,0.23174406904620726
0.06005050505050505,0.02965632238825797,0.7532499153068124,0.2170937623049296
0.06055555555555556,0.022728395524825543,0.7722545500312937,0.20501705444388074
0.061060606060606065,0.017887427613961303,0.787934773328841,0.19417779905719768
0.06156565656565657,0.014720278847244694,0.8017144383575492,0.18356528279520612
0.062070707070707075,0.012847996883602329,0.8144631945437867,0.17268880857261104
0.06257575757575758,0.011926421489720116,0.8265347754867696,0.1615388030235103
0.06308080808080808,0.011656602535100936,0.8379569661218402,0.15038643134305885
0.06358585858585859,0.011796522080473422,0.8486563580752046,0.139547119844322
0.06409090909090909,0.012163921078470894,0.8586157691257925,0.12922030979573662
0.0645959595959596,0.012627706872298774,0.8679165319209706,0.11945576120673063
0.0651010101010101,0.013093669461755544,0.8766822240934299,0.11022410644481462
0.06560606060606061,0.01349254226535575,0.8849844977357376,0.10152295999890659
0.06611111111111112,0.013774544856101965,0.8927782279353618,0.09344722720853627
0.06661616161616161,0.013908850790662343,0.8999049884596166,0.08618616074972096
0.06712121212121212,0.013883521946057844,0.9061602519561688,0.07995622609777342
0.06762626262626263,0.01370268862214769,0.9113851714577348,0.07491213992011747
0.06813131313131314,0.013381084039162678,0.915534790050918,0.0710841259099193
0.06863636363636363,0.0129384097206878,0.9186919980831191,0.0683695921961931
0.06914141414141414,0.01239587837057294,0.9210275735132228,0.06657654811620417
0.06964646464646465,0.01177538310890374,0.9227331450892348,0.06549147180186154
0.07015151515151516,0.011099945322841155,0.9239629376433579,0.0649371170338009
0.07065656565656567,0.010393722561104553,0.9248097413781866,0.06479653606070879
0.07116161616161616,0.009680844664728362,0.9253189896033008,0.06500016573197076
0.07166666666666667,0.008983626691226815,0.9255247744593742,0.06549159884939904
0.07217171717171718,0.008321251805660384,0.9254829783332614,0.06619576986107822
0.07267676767676767,0.007709581719375559,0.9252821103643638,0.06700830791626067
0.07318181818181818,0.007161873272266321,0.9250271581525319,0.06781096857520175
0.07368686868686869,0.006689606082203264,0.9248070789486658,0.06850331496913098
0.0741919191919192,0.00630272652138727,0.9246646041220349,0.06903266935657781
0.0746969696969697,0.006009188555430927,0.9245845252378833,0.06940628620668576
0.07520202020202021,0.005814214339352339,0.9245058994560659,0.06967988620458176
0.07570707070707071,0.005719817292801502,0.9243508719770427,0.06992931073015585
0.07621212121212122,0.005724816474169243,0.9240547651921066,0.07022041833372417
0.07671717171717173,0.005825133659602176,0.9235825777621263,0.0705922885782716
0.07722222222222222,0.006013959099180457,0.9229253417514248,0.07106069914939472
0.07772727272727273,0.006281534757561263,0.92208118734339,0.07163727789904883
0.07823232323232324,0.006614682052307386,0.9210342997638346,0.07235101818385803
0.07873737373737374,0.006996496910749853,0.9197458082244913,0.07325769486475886
0.07924242424242425,0.007406634534923101,0.9181636302176707,0.07442973524740626
0.07974747474747476,0.007822323581112104,0.9162472407780234,0.07593043564086444
0.08025252525252526,0.00821989548109115,0.9139943080738524,0.07778579644505645
0.08075757575757576,0.008576431097552668,0.9114542078324311,0.07996936107001618
0.08126262626262627,0.008871212243048243,0.908719902199034,0.08240888555791781
0.08176767676767677,0.00908691453243629,0.9059012282665232,0.08501185720104054
0.08227272727272728,0.00921067048855861,0.9030929913263842,0.08769633818505718
0.08277777777777778,0.009235102531178034,0.900354480691817,0.09041041677700501
0.08328282828282829,0.009159192525599425,0.8977109217642295,0.09312988571017111
0.0837878787878788,0.008988613952862483,0.8951749324131947,0.09583645363394289
0.0842929292929293,0.008735138278822285,0.8927740891816117,0.09849077253956595
0.0847979797979798,0.008415029459094317,0.8905662761612704,0.10101869437963529
0.08530303030303031,0.008046815066083738,0.8886308201385079,0.10332236479540835
0.08580808080808082,0.007649162929321636,0.887037715281814,0.10531312178886443
0.08631313131313131,0.007239536054497176,0.8858117161639241,0.1069487477815787
0.08681818181818182,0.0068338307043213555,0.8849139536272026,0.10825221566847609
0.08732323232323233,0.006446604370772715,0.8842562866230373,0.10929710900618994
0.08782828282828284,0.006091185551311037,0.8837454933912346,0.1101633210574543
0.08833333333333335,0.005779181830725617,0.883335100870991,0.11088571729828345
0.08883838383838386,0.005519547869326634,0.8830538427921469,0.11142660933852644
0.08934343434343435,0.0053179782043103,0.8829887104861248,0.11169331130956484
0.08984848484848486,0.005177445784682677,0.8832250686159285,0.11159748559938876
0.09035353535353535,0.005100055281116063,0.883774162567031,0.11112578215185298
0.09085858585858586,0.005089399506534443,0.8845328268960628,0.11037777359740275
0.09136363636363637,0.005152030811489029,0.885309263264609,0.10953870592390191
0.09186868686868688,0.005297074488378644,0.8859133761029487,0.10878954940867258
0.09237373737373739,0.005534363636431445,0.8862667874890324,0.10819884887453612
0.0928787878787879,0.005872952911501026,0.8864619015746902,0.10766514551380879
0.0933838383838384,0.006322336204203478,0.8867125510717879,0.10696511272400855
0.0938888888888889,0.006897471345117212,0.8871934281501507,0.10590910050473212
0.0943939393939394,0.007626222458805578,0.8878385946179086,0.10453518292328579
0.0948989898989899,0.008555608068851108,0.8882188561796798,0.10322553575146909
0.09540404040404041,0.009753206855525826,0.8876031490599,0.10264364408457416
0.09590909090909092,0.011303308017017913,0.8852173108829902,0.10347938109999189
0.09641414141414142,0.013303100357144068,0.8805768165934813,0.10612008304937459
0.09691919191919193,0.015869402963032343,0.873661367641337,0.11046922939563075
0.09742424242424244,0.01916682084940418,0.864701979973046,0.11613119917754988
0.09792929292929294,0.023459943400883285,0.853511037968816,0.12302901863030069
0.09843434343434344,0.029174510352371962,0.8385681141844549,0.13225737546317318
0.09893939393939395,0.036929971076132204,0.8163548976186081,0.1467151313052597
0.09944444444444445,0.0474894845689722,0.7815379259440499,0.1709725894869779
0.09994949494949495,0.061578172116498596,0.7283902373300664,0.210031590553435
0.10045454545454546,0.07955898799122783,0.6533152021766392,0.26712580983213297
0.10095959595959597,0.1010283051826644,0.5576635643794264,0.3413081304379092
0.10146464646464648,0.12447927884579636,0.44954264208523464,0.425978079068969
0.10196969696969699,0.1472368611957953,0.34334520315223876,0.5094179356519659
0.10247474747474748,0.16584175681220856,0.256443077157837,0.5777151660299544
0.10297979797979799,0.17691936924451124,0.20373895484197904,0.6193416759135097
0.10348484848484849,0.17833511834537355,0.19204409456089974,0.6296207870937267
0.103989898989899,0.17020119662121502,0.21686831279422064,0.6129304905845643
0.1044949494949495,0.15520284329390946,0.2636402058894525,0.5811569508166381
0.10500000000000001,0.1378777141790933,0.31358526701658485,0.5485370188043218
